question_id,feature_id,feature_title_cap,feature_title,feature_lexeme,feature_description,to_map,collected,compiled,elicitation_day,elicitation_month,elicitation_year,updated_day,updated_month,updated_year,domain,filename,settlement,speaker_code,name,patronym,l_name,gender,year_of_birth,birth_place,schooling,residence_place,long_periods_outside,mothers_birthplace,value,stimuli,answer,answer_cyr,comment
,,COME,Basic lexicon item ‘come’,,The map shows the distribution of lexical cognate sets of the concept ‘come’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,jirq'ɨr / jirq'ɨri / jirq'ari / jirq'ɨr a,"1. Он пришёл ко мне (в мой дом). 2. Гость пришёл вчера, завтра он уйдёт.",jirq'ari,jirq'ari,2.
,,COME,Basic lexicon item ‘come’,,The map shows the distribution of lexical cognate sets of the concept ‘come’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,jirq'ɨr / jirq'ɨri / jirq'ari / jirq'ɨr a,"1. Он пришёл ко мне (в мой дом). 2. Гость пришёл вчера, завтра он уйдёт.",jirq'ɨr a,йиркьыр а,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,q'ɨle hɨʔɨra / q'ale jɨʔɨr / q'ɨle hɨʔɨr / q'êle hɨʔɨr / q'ale hɨʔɨr / q'ɨli haq'ari,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,q'ale jɨʔɨr,кьале́ йы́ъыр,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,jaqɨr / jaɢɨr / jaɢɨri / raˤqɨri,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,jaɢɨri,я́къыри,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,jaqɨr / jaɢɨr / jaɢɨri / raˤqɨri,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,raˤqɨri,ра́1хъыри,женщин не меняется
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,q'ɨle hɨʔɨra / q'ale jɨʔɨr / q'ɨle hɨʔɨr / q'êle hɨʔɨr / q'ale hɨʔɨr / q'ɨli haq'ari,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,q'ɨle hɨʔɨra,кьыле́ гьы́ъыра,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,q'ɨle hɨʔɨra / q'ale jɨʔɨr / q'ɨle hɨʔɨr / q'êle hɨʔɨr / q'ale hɨʔɨr / q'ɨli haq'ari,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,q'ɨli haq'ari,кьыли́ гьа́кьари,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,hasab hɨʔɨri,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,hasab hɨʔɨri,гьаса́б гьы́ъыри,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,q'ɨle hɨʔɨra / q'ale jɨʔɨr / q'ɨle hɨʔɨr / q'êle hɨʔɨr / q'ale hɨʔɨr / q'ɨli haq'ari,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,q'êle hɨʔɨr,кьэле́ гьы́ъыр,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,q'ɨle hɨʔɨra / q'ale jɨʔɨr / q'ɨle hɨʔɨr / q'êle hɨʔɨr / q'ale hɨʔɨr / q'ɨli haq'ari,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,q'ale hɨʔɨr,кьале гьыъы́р,"(почитать, а не подсчитать), не понял коммент..."
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,jaqɨr / jaɢɨr / jaɢɨri / raˤqɨri,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,jaɢɨr,я́къыр,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,q'ɨle hɨʔɨra / q'ale jɨʔɨr / q'ɨle hɨʔɨr / q'êle hɨʔɨr / q'ale hɨʔɨr / q'ɨli haq'ari,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,q'ɨle hɨʔɨr,кьыле́ гьы́ъыр,
,,COUNT,Basic lexicon item ‘count’,,The map shows the distribution of lexical cognate sets of the concept ‘count’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,jaqɨr / jaɢɨr / jaɢɨri / raˤqɨri,1. Я посчитал камни: их было пять. 2. Он посчитал баранов; двух не хватало.,jaqɨr,я́хъыр,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,habt'uri / habt'ur / habt'ur a,"Я порезал палец: смотри, течёт кровь. (CoBL)",habt'ur,гьа́бт1ур,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,sur wɨʔɨr / sur hɨʔɨr / sur hap'ɨri,"Я порезал палец: смотри, течёт кровь. (CoBL)",sur hap'ɨri,сур гьап1ыри,сур вишир
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,sur wɨʔɨr / sur hɨʔɨr / sur hap'ɨri,"Я порезал палец: смотри, течёт кровь. (CoBL)",sur hap'ɨri,сур гьа́п1ыри,сур ви́шири
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,OTHER,"Я порезал палец: смотри, течёт кровь. (CoBL)",sur wišira,сур виши́ра,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,habt'uri / habt'ur,"Я порезал палец: смотри, течёт кровь. (CoBL)",habt'uri,гьа́бт1ури,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,habt'uri / habt'ur / habt'ur a,"Я порезал палец: смотри, течёт кровь. (CoBL)",habt'uri,гьа́бт1ури,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,habt'uri / habt'ur / habt'ur a,"Я порезал палец: смотри, течёт кровь. (CoBL)",habt'ur,гьа́бт1ур,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,sur wɨʔɨr / sur hɨʔɨr / sur hap'ɨri,"Я порезал палец: смотри, течёт кровь. (CoBL)",sur wɨʔɨr,сур выъы́р,
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,habt'uri / habt'ur / habt'ur a,"Я порезал палец: смотри, течёт кровь. (CoBL)",habt'ur a,гьабт1ур а,сур вишир
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,sur wɨʔɨr / sur hɨʔɨr / sur hap'ɨri,"Я порезал палец: смотри, течёт кровь. (CoBL)",sur hɨʔɨr,сур гьыъы́р,сур йиши́р
,,CUT,Basic lexicon item ‘cut’,,The map shows the distribution of lexical cognate sets of the concept ‘cut’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,sur wɨʔɨr / sur hɨʔɨr / sur hap'ɨri,"Я порезал палец: смотри, течёт кровь. (CoBL)",sur wɨʔɨr,сур выъыр,
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,4
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,4
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,4
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,4
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,4
,,DAY (DAYTIME),Basic lexicon item ‘day (daytime)’,,The map shows the distribution of lexical cognate sets of the concept ‘day (daytime)’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,jɨʁ,"1. Ночь сменяет день. (GLD) 2. Сейчас день, надо работать.",jɨʁ,йыгъ,
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ir,jiq'ir,2.
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ira,йикьира,дыкьыркьырди
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'iri,йикьи́ри,дыкьы́ркьаради
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ir a,jiq'ir a,
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",3,7,2019,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ire,jiq'ire,
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ir,Йикьир ады; дыкьыркьыара,
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'iri,jiq'iri,1. (pfv) 2. dɨq'ɨrq'ar a
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ir,йикьи́р,
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Michael Daniel,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ir i,йикьир и,йикьиръа
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Ilya Sadakov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'iri,jiq'iri,2.
,,DIE,Basic lexicon item ‘die’,,The map shows the distribution of lexical cognate sets of the concept ‘die’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,jiq'ir / jiq'iri / jiq'ira / jiq'ire / jiq'ir ɨ / jiq'ir i / jiq'ir a,1. Его прадед давно умер. 2. Все люди умирают.,jiq'ir ɨ,йикьир ы,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,aˤpqur,а́1пхъур,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,üpquˤri,у́ьпхъу1ри,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,ɢuj lewiri,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,ɢuj lewiri,къуй левири,"къуй гьап1ыри, у1пхъу1ри — выкопали"
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,aˤpχara,а́1пхара,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,tepkeš wɨrɨˤχɨne wi,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,tepkeš wɨrɨˤχɨne wi,тепкеш выры1хыне ви,йу́1хури
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,apquri,а́пхъури,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,aˤpqur,а́1пхъур,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2021,28,1,2024,Basic lexicon,,Luchek,ags60,Aishat,Gulievna,Safarova,f,1960,Luchek,Luchek,Luchek,no,Luchek,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,aˤpqur,а1пхъур,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",10,7,2022,28,1,2024,Basic lexicon,,Myukhrek,,,,,,,,,,,,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,upquˤr,у́пхъу1р,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",22,7,2022,28,1,2024,Basic lexicon,,Rutul,,,,,,,,,,,,waχ wɨʔɨr,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,waχ wɨʔɨr,вах выъы́р,
,,DIG,Basic lexicon item ‘dig’,,The map shows the distribution of lexical cognate sets of the concept ‘dig’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",8,7,2021,28,1,2024,Basic lexicon,,Shinaz,,Ramil,,,m,,Shinaz,Shinaz,Shinaz,no,Shinaz,aˤpqur / upqur / upquˤr / üpquˤri / apquri / aˤpχara / aˤpqur,1. Он выкопал яму лопатой. 2. Сельчане выкопали канаву вдоль дороги.,upqur,у́пхъур,
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",21,7,2022,28,1,2024,Basic lexicon,,Amsar,,,,,,,,,,,,t'alqɨd / t'alqɨrad / dalqɨr a,1. Помой грязную посуду 2. У тебя грязные руки.,t'alqɨd,т1а́лхъыд,
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",13,7,2022,28,1,2024,Basic lexicon,,Dzhilikhur,,,,,,,,,,,,čäpäldɨ / čepeldɨ / čaˤpaˤlɨd,1. Помой грязную посуду 2. У тебя грязные руки.,čepeldɨ,чепе́лды,
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",12,7,2022,28,1,2024,Basic lexicon,,Ikhrek,,,,,,,,,,,,čäpäldɨ / čepeldɨ / čaˤpaˤlɨd,1. Помой грязную посуду 2. У тебя грязные руки.,čaˤpaˤlɨd,ча1па́1лыд,ча1па1лды
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",20,7,2022,28,1,2024,Basic lexicon,,Kala,,,,,,,,,,,,ac'ɨd,1. Помой грязную посуду 2. У тебя грязные руки.,ac'ɨd,а́ц1ыд,
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",15,7,2022,28,1,2024,Basic lexicon,,Khnov,,,,,,,,,,,,t'alqɨd / t'alqɨrad / dalqɨr a,1. Помой грязную посуду 2. У тебя грязные руки.,t'alqɨd,т1а́лхъыд,
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",18,7,2022,28,1,2024,Basic lexicon,,Kiche,,,,,,,,,,,,t'alqɨd / t'alqɨrad / dalqɨr a,1. Помой грязную посуду 2. У тебя грязные руки.,t'alqɨd,т1а́лхъыд,
,,DIRTY,Basic lexicon item ‘dirty’,,The map shows the distribution of lexical cognate sets of the concept ‘dirty’.,1,Kostya Filatov,"Kostya Filatov, Leah Finkelberg",24,7,2022,28,1,2024,Basic lexicon,,Kufa,,,,,,,,,,,,t'alqɨd / t'alqɨrad / dalqɨr a,1. Помой грязную посуду 2. У тебя грязные руки.,t'alqɨd,т1а́лхъыд,
